source,target
Small Faces,Bad Company
Small Faces,The Jam
Small Faces,The Beatles
Small Faces,The Kinks
Smash Mouth,Rock music
Smash Mouth,The Monkees
Smash Mouth,Simple Minds
Smash Mouth,The Beatles
Smash Mouth,AllMusic
Smash Mouth,The Kinks
Smash Mouth,Soundgarden
Smash Mouth,Audioslave
Smash Mouth,Chris Cornell
Smash Mouth,Gin Blossoms
Smash Mouth,Def Leppard
Smash Mouth,Blues Traveler
Smash Mouth,Alanis Morissette
Smash Mouth,John Fogerty
Smash Mouth,Run-DMC
Smash Mouth,The Hollies
Smokie band,AllMusic
Smokie band,The Sweet
Snow Patrol,AllMusic
Snow Patrol,Rock music
Snow Patrol,U2
Snow Patrol,John Lennon
Snow Patrol,Coldplay
Snow Patrol,INXS
Snow Patrol,Ozzy Osbourne
Social Distortion,The Rolling Stones
Social Distortion,Rock music
Social Distortion,The Offspring
Social Distortion,Flogging Molly
Social Distortion,Bob Dylan
Social Distortion,Bruce Springsteen
Social Distortion,Foo Fighters
Social Distortion,AllMusic
Social Distortion,Eddie Cochran
Social Distortion,The Clash
Social Distortion,New York Dolls
Social Distortion,Avenged Sevenfold
Social Distortion,Rise Against
Social Distortion,Black Veil Brides
Social Distortion,Pearl Jam
Social Distortion,Volbeat
Sonic Youth,AllMusic
Sonic Youth,Jimi Hendrix
Sonic Youth,Neil Young
Sonic Youth,Pearl Jam
Sonic Youth,The Flaming Lips
Sonic Youth,The Velvet Underground
Sonic Youth,Lou Reed
Sonic Youth,Elvis Costello
Sonic Youth,Black Sabbath
Sonic Youth,The Rolling Stones
Soundgarden,Chris Cornell
Soundgarden,Audioslave
Soundgarden,Rock music
Soundgarden,Alice in Chains
Soundgarden,Pearl Jam
Soundgarden,AllMusic
Soundgarden,Led Zeppelin
Soundgarden,Black Sabbath
Soundgarden,Faith No More
Soundgarden,Red Hot Chili Peppers
Soundgarden,Metallica
Soundgarden,Rage Against the Machine
Soundgarden,The Smashing Pumpkins
Soundgarden,The Offspring
Soundgarden,Nine Inch Nails
Soundgarden,Foo Fighters
Soundgarden,Joy Division
Soundgarden,The Beatles
Soundgarden,Pink Floyd
Soundgarden,Ramones
Soundgarden,Evanescence
Staind,Rock music
Staind,Korn
Staind,Rage Against the Machine
Staind,Pearl Jam
Staind,Alice in Chains
Staind,Faith No More
Staind,Pantera
Staind,Limp Bizkit
Staind,AllMusic
Staind,Soundgarden
Staind,Deftones
Staind,P.O.D.
Staind,Pink Floyd
Staind,Nickelback
Staind,Godsmack
Staind,Halestorm
Staind,Shinedown
Staind,Metallica
Staind,Three Days Grace
Staind,Finger Eleven
Staind,The Doors
Staind,Van Halen
Staind,Slayer
Staind,Led Zeppelin
Staind,Sepultura
Staind,Whitesnake
Staind,The Beatles
Staind,Black Sabbath
Staind,Stone Temple Pilots
Staind,James Taylor
Starset,Rock music
Starset,Breaking Benjamin
Starset,Seether
Starset,Shinedown
Starset,Halestorm
Starset,Led Zeppelin
Starset,AllMusic
Starset,Nine Inch Nails
Starset,Thirty Seconds to Mars
Starset,Deftones
Starset,Linkin Park
Starship band,AllMusic
Starship band,Rock music
Starship band,Jefferson Airplane
Starship band,Jefferson Starship
Starship band,Whitesnake
Status Quo band,Rock music
Status Quo band,Steve Winwood
Status Quo band,AllMusic
Status Quo band,Deep Purple
Status Quo band,John Fogerty
Status Quo band,Creedence Clearwater Revival
Status Quo band,The Beach Boys
Status Quo band,Fleetwood Mac
Status Quo band,10cc
Status Quo band,Lynyrd Skynyrd
Status Quo band,Ozzy Osbourne
Steely Dan,Rock music
Steely Dan,The Rolling Stones
Steely Dan,The Doobie Brothers
Steely Dan,Dire Straits
Steely Dan,The Band
Steely Dan,Radiohead
Steely Dan,Steve Winwood
Steely Dan,Sheryl Crow
Steely Dan,Steve Miller Band
Steppenwolf band,AllMusic
Steppenwolf band,Eddie Cochran
Steppenwolf band,Three Dog Night
Steppenwolf band,Rod Stewart
Steve Miller Band,AllMusic
Steve Miller Band,Rock music
Steve Miller Band,Chuck Berry
Steve Miller Band,Paul McCartney
Steve Vai,Frank Zappa
Steve Vai,Whitesnake
Steve Vai,Alice Cooper
Steve Vai,Motörhead
Steve Vai,Led Zeppelin
Steve Vai,Joe Satriani
Steve Vai,Van Halen
Steve Vai,AllMusic
Steve Vai,Ozzy Osbourne
Steve Vai,Jimi Hendrix
Steve Vai,Korn
Steve Vai,Limp Bizkit
Steve Winwood,Rock music
Steve Winwood,Fleetwood Mac
Steve Winwood,Chuck Berry
Steve Winwood,Bo Diddley
Steve Winwood,Billy Joel
Steve Winwood,AllMusic
Steve Winwood,Eric Clapton
Steve Winwood,Jimi Hendrix
Steve Winwood,The Who
Steve Winwood,Bryan Ferry
Steve Winwood,Rod Stewart
Steve Winwood,Joe Cocker
Steve Winwood,Lou Reed
Steve Winwood,George Harrison
Steve Winwood,Phil Collins
Stevie Nicks,Don Henley
Stevie Nicks,Joe Walsh
Stevie Nicks,Rock music
Stevie Nicks,Fleetwood Mac
Stevie Nicks,The Everly Brothers
Stevie Nicks,Jimi Hendrix
Stevie Nicks,Janis Joplin
Stevie Nicks,Kenny Loggins
Stevie Nicks,Tom Petty and the Heartbreakers
Stevie Nicks,Bob Dylan
Stevie Nicks,Sheryl Crow
Stevie Nicks,Led Zeppelin
Stevie Nicks,Buddy Holly
Stevie Nicks,The Pretenders
Stevie Nicks,Crowded House
Stevie Nicks,The Smashing Pumpkins
Stevie Nicks,Rod Stewart
Stevie Nicks,Billy Joel
Stevie Ray Vaughan,David Bowie
Stevie Ray Vaughan,Jimi Hendrix
Stevie Ray Vaughan,The Yardbirds
Stevie Ray Vaughan,ZZ Top
Stevie Ray Vaughan,Jackson Browne
Stevie Ray Vaughan,Bryan Adams
Stevie Ray Vaughan,AllMusic
Stevie Ray Vaughan,Ted Nugent
Stevie Ray Vaughan,The Kinks
Stevie Ray Vaughan,The Moody Blues
Stevie Ray Vaughan,Robert Plant
Stevie Ray Vaughan,Eric Clapton
Stevie Ray Vaughan,Chuck Berry
Stevie Ray Vaughan,John Mayer
Stevie Ray Vaughan,Alice Cooper
Stevie Ray Vaughan,Ozzy Osbourne
Stevie Ray Vaughan,Chris Cornell
Sting musician,The Police
Sting musician,AllMusic
Sting musician,Manfred Mann
Sting musician,Bob Dylan
Sting musician,Eric Clapton
Sting musician,Phil Collins
Sting musician,Dire Straits
Sting musician,Frank Zappa
Sting musician,Rod Stewart
Sting musician,Paul McCartney
Sting musician,Elton John
Sting musician,Peter Gabriel
Sting musician,Donovan
Sting musician,Bruce Springsteen
Sting musician,Billy Joel
Sting musician,James Taylor
Sting musician,John Mayer
Stone Sour,Rock music
Stone Sour,AllMusic
Stone Sour,Godsmack
Stone Sour,Avenged Sevenfold
Stone Sour,Theory of a Deadman
Stone Sour,Halestorm
Stone Sour,Pink Floyd
Stone Sour,Alice in Chains
Stone Temple Pilots,Velvet Revolver
Stone Temple Pilots,Rock music
Stone Temple Pilots,AllMusic
Stone Temple Pilots,Rage Against the Machine
Stone Temple Pilots,Megadeth
Stone Temple Pilots,Red Hot Chili Peppers
Stone Temple Pilots,Linkin Park
Stone Temple Pilots,The Cult
Stone Temple Pilots,Alice in Chains
Stone Temple Pilots,Aerosmith
Stone Temple Pilots,The Rolling Stones
Stone Temple Pilots,Neil Young
Stone Temple Pilots,Robert Plant
Stone Temple Pilots,The Beatles
Stone Temple Pilots,Led Zeppelin
Stone Temple Pilots,The Doors
Stone Temple Pilots,Pink Floyd
Stone Temple Pilots,David Bowie
Stone Temple Pilots,Soundgarden
Stone Temple Pilots,Bob Dylan
Styx band,AllMusic
Styx band,REO Speedwagon
Styx band,Rock music
Styx band,Jimi Hendrix
Styx band,The Beatles
Sublime band,Sublime with Rome
Sublime band,AllMusic
Sublime band,No Doubt
Sublime band,Beastie Boys
Sublime band,Grateful Dead
Sublime band,The Doors
Sublime band,Jimi Hendrix
Sublime band,Red Hot Chili Peppers
Sublime band,Frank Zappa
Sublime band,ABBA
Sublime with Rome,Deftones
Sublime with Rome,The Offspring
Sublime with Rome,No Doubt
Sum 41,Rock music
Sum 41,Weezer
Sum 41,AllMusic
Sum 41,Korn
Sum 41,Ozzy Osbourne
Sum 41,Good Charlotte
Sum 41,Mötley Crüe
Sum 41,Finger Eleven
Sum 41,The Offspring
Sum 41,Foo Fighters
Sum 41,Billy Talent
Sum 41,Papa Roach
Sum 41,Metallica
Sum 41,Simple Plan
Sum 41,Rage Against the Machine
Sum 41,Tenacious D
Sum 41,Iggy Pop
Sum 41,Bowling for Soup
Sum 41,Avril Lavigne
Sum 41,Slayer
Sum 41,The Police
Sum 41,Megadeth
Sum 41,Judas Priest
Sum 41,Green Day
Sum 41,The Beatles
Sum 41,John Lennon
Sum 41,Elvis Costello
Sum 41,Beastie Boys
Sum 41,Iron Maiden
Sum 41,Linkin Park
Supertramp,Rock music
Supertramp,Alice Cooper
Supertramp,Pink Floyd
Supertramp,AllMusic
Survivor band,Rock music
Survivor band,REO Speedwagon
Survivor band,Bryan Adams
Survivor band,Cheap Trick
System of a Down,Slayer
System of a Down,Rammstein
System of a Down,Radiohead
System of a Down,Avenged Sevenfold
System of a Down,David Bowie
System of a Down,Deftones
System of a Down,AllMusic
System of a Down,The Beatles
System of a Down,Ozzy Osbourne
System of a Down,Black Sabbath
System of a Down,Led Zeppelin
System of a Down,Def Leppard
System of a Down,Run-DMC
System of a Down,The Kinks
System of a Down,Grateful Dead
System of a Down,Red Hot Chili Peppers
System of a Down,Depeche Mode
System of a Down,Metallica
System of a Down,Alice in Chains
System of a Down,Iron Maiden
System of a Down,Van Halen
System of a Down,Frank Zappa
System of a Down,Morrissey
T. Rex band,Rock music
T. Rex band,Iggy Pop
T. Rex band,AllMusic
T. Rex band,Ringo Starr
T. Rex band,New York Dolls
T. Rex band,Joy Division
T. Rex band,R.E.M.
T. Rex band,The Smiths
T. Rex band,Sex Pistols
T. Rex band,Morrissey
T. Rex band,The Jam
T. Rex band,David Bowie
T. Rex band,The Who
T. Rex band,My Chemical Romance
Talking Heads,Rock music
Talking Heads,AllMusic
Talking Heads,Parliament-Funkadelic
Talking Heads,The Who
Talking Heads,Ramones
Talking Heads,Roxy Music
Talking Heads,David Bowie
Talking Heads,U2
Talking Heads,Crash Test Dummies
Talking Heads,No Doubt
Talking Heads,INXS
Talking Heads,Radiohead
Ted Nugent,Meat Loaf
Ted Nugent,Chuck Berry
Ted Nugent,Bo Diddley
Ted Nugent,Little Richard
Ted Nugent,Jimi Hendrix
Ted Nugent,Frank Zappa
Ted Nugent,Mitch Ryder
Ted Nugent,Stone Temple Pilots
Ted Nugent,Ramones
Ted Nugent,Pantera
Ted Nugent,Motörhead
Ted Nugent,Pearl Jam
Ted Nugent,Nickelback
Ted Nugent,Kid Rock
Ted Nugent,Paul McCartney
Ten Years After,Elvis Presley
Ten Years After,Slade
Tenacious D,Foo Fighters
Tenacious D,Pearl Jam
Tenacious D,Beck
Tenacious D,AllMusic
Tenacious D,Rock music
Tenacious D,Metallica
Tenacious D,Meat Loaf
Tenacious D,Jack White
Tenacious D,The Beatles
Tenacious D,REO Speedwagon
Tenacious D,Iron Maiden
Tenacious D,Judas Priest
Tenacious D,Slayer
Tenacious D,ABBA
Tenacious D,The Who
Tenacious D,Led Zeppelin
Tenacious D,Weezer
Tenacious D,Jimmy Eat World
Tenacious D,Kid Rock
Tenacious D,Beastie Boys
Tenacious D,Sum 41
Tenacious D,Good Charlotte
Tesla band,Alice Cooper
Tesla band,Def Leppard
Tesla band,Led Zeppelin
Tesla band,AllMusic
Tesla band,Bad Company
Tesla band,The Beatles
The Alan Parsons Project,Rock music
The Alan Parsons Project,The Beatles
The Alan Parsons Project,Pink Floyd
The Alan Parsons Project,The Hollies
The Alan Parsons Project,AllMusic
The All-American Rejects,AllMusic
The All-American Rejects,Rock music
The All-American Rejects,The Cars
The All-American Rejects,Fall Out Boy
The All-American Rejects,Def Leppard
The All-American Rejects,Five for Fighting
The All-American Rejects,Weezer
The All-American Rejects,Hoobastank
The All-American Rejects,Boys Like Girls
The All-American Rejects,Blink-182
The All-American Rejects,Paramore
The All-American Rejects,My Chemical Romance
The Allman Brothers Band,Rock music
The Allman Brothers Band,The Beatles
The Allman Brothers Band,The Velvet Underground
The Allman Brothers Band,Eric Clapton
The Allman Brothers Band,Led Zeppelin
The Allman Brothers Band,The Rolling Stones
The Allman Brothers Band,The Doobie Brothers
The Allman Brothers Band,John Mellencamp
The Allman Brothers Band,Chuck Berry
The Allman Brothers Band,Lynyrd Skynyrd
The Allman Brothers Band,The Marshall Tucker Band
The Allman Brothers Band,ZZ Top
The Allman Brothers Band,AllMusic
The Animals,Rock music
The Animals,AllMusic
The Animals,The Dave Clark Five
The Animals,Chuck Berry
The Animals,The Police
The Animals,Bruce Springsteen
The B-52s,AllMusic
The B-52s,John Lennon
The B-52s,Talking Heads
The B-52s,The Beatles
The B-52s,R.E.M.
The B-52s,Iggy Pop
The B-52s,Duran Duran
The B-52s,David Bowie
The B-52s,The Pretenders
The B-52s,The Rolling Stones
The B-52s,Simple Minds
The Band,Rock music
The Band,George Harrison
The Band,Elton John
The Band,Eric Clapton
The Band,Bob Dylan
The Band,Pink Floyd
The Band,The Byrds
The Band,Janis Joplin
The Band,Grateful Dead
The Band,Van Morrison
The Band,The Allman Brothers Band
The Band,ZZ Top
The Band,Neil Young
The Band,Ringo Starr
The Band,AllMusic
The Band,The Beatles
The Band,The Rolling Stones
The Band,Led Zeppelin
The Band,Elvis Costello
The Band,Counting Crows
The Band,The Black Crowes
The Band,Death Cab for Cutie
The Band,Blues Traveler
The Bangles,Bob Dylan
The Bangles,Lou Reed
The Bangles,Elvis Presley
The Bangles,Elvis Costello
The Bangles,Paul McCartney
The Beach Boys,Rock music
The Beach Boys,Ritchie Valens
The Beach Boys,AllMusic
The Beach Boys,Chuck Berry
The Beach Boys,The Beatles
The Beach Boys,Bob Dylan
The Beach Boys,The Rolling Stones
The Beach Boys,Donovan
The Beach Boys,Grateful Dead
The Beach Boys,James Taylor
The Beach Boys,Grand Funk Railroad
The Beach Boys,Fleetwood Mac
The Beach Boys,The Zombies
The Beach Boys,The Everly Brothers
The Beach Boys,Lou Reed
The Beach Boys,The Who
The Beach Boys,Small Faces
The Beach Boys,Christopher Cross
The Beach Boys,Frank Zappa
The Beach Boys,Roy Orbison
The Beach Boys,R.E.M.
The Beach Boys,U2
The Beach Boys,Ramones
The Beatles,John Lennon
The Beatles,Paul McCartney
The Beatles,Ringo Starr
The Beatles,George Harrison
The Beatles,Rock music
The Beatles,Buddy Holly
The Beatles,AllMusic
The Beatles,The Everly Brothers
The Beatles,Paul McCartney and Wings
The Beatles,The Dave Clark Five
The Beatles,The Animals
The Beatles,The Kinks
The Beatles,The Rolling Stones
The Beatles,The Byrds
The Beatles,Bob Dylan
The Beatles,Elvis Presley
The Beatles,Elton John
The Beatles,Bee Gees
The Beatles,Peter Frampton
The Beatles,Eric Clapton
The Beatles,Little Richard
The Beatles,Chuck Berry
The Beatles,Gene Vincent
The Beatles,Eddie Cochran
The Beatles,Roy Orbison
The Beatles,Jerry Lee Lewis
The Beatles,The Who
The Beatles,Frank Zappa
The Beatles,The Beach Boys
The Big Bopper,Buddy Holly
The Big Bopper,Ritchie Valens
The Big Bopper,Eddie Cochran
The Big Bopper,Van Halen
The Black Crowes,Rock music
The Black Crowes,R.E.M.
The Black Crowes,The Rolling Stones
The Black Crowes,ZZ Top
The Black Crowes,Metallica
The Black Crowes,Mötley Crüe
The Black Crowes,Queensrÿche
The Black Crowes,Led Zeppelin
The Black Crowes,The Who
The Black Crowes,Tom Petty and the Heartbreakers
The Black Keys,Rock music
The Black Keys,The Beatles
The Black Keys,Dashboard Confessional
The Black Keys,The White Stripes
The Black Keys,AllMusic
The Black Keys,The Clash
The Black Keys,Ramones
The Black Keys,The Sweet
The Black Keys,The Cars
The Black Keys,Cage the Elephant
The Black Keys,The Pretenders
The Black Keys,Modest Mouse
The Black Keys,Alice Cooper
The Black Keys,Florence and the Machine
The Black Keys,Coldplay
The Boxtones,Rock music
The Boxtones,The Who
The Boxtones,Kaiser Chiefs
The Boxtones,Florence and the Machine
The Boxtones,Elton John
The Boxtones,Bryan Adams
The Byrds,Rock music
The Byrds,AllMusic
The Byrds,The Beatles
The Byrds,Bob Dylan
The Byrds,The Rolling Stones
The Byrds,The Beach Boys
The Byrds,Donovan
The Byrds,The Yardbirds
The Byrds,Jefferson Airplane
The Byrds,The Monkees
The Byrds,Tom Petty and the Heartbreakers
The Byrds,Neil Young
The Byrds,The Doobie Brothers
The Byrds,Roy Orbison
The Byrds,R.E.M.
The Byrds,The Bangles
The Byrds,The Smiths
The Cab,Rock music
The Cab,AllMusic
The Cab,Boys Like Girls
The Cab,Fall Out Boy
The Cab,Dashboard Confessional
The Cab,Simple Plan
The Cab,Avril Lavigne
The Cab,Blink-182
The Cab,Sum 41
The Cardigans,Rock music
The Cardigans,Talking Heads
The Cars,Rock music
The Cars,Weezer
The Cars,The Killers
The Clash,Rock music
The Clash,Sex Pistols
The Clash,Ramones
The Clash,The Jam
The Clash,Blue Öyster Cult
The Clash,The Who
The Clash,AllMusic
The Clash,U2
The Clash,The Offspring
The Clash,Green Day
The Clash,Rise Against
The Clash,No Doubt
The Clash,The Hives
The Clash,The White Stripes
The Clash,The Strokes
The Clash,Arctic Monkeys
The Clash,Dropkick Murphys
The Clash,Bruce Springsteen
The Clash,Elvis Costello
The Cranberries,Rock music
The Cranberries,The Smiths
The Cranberries,U2
The Cranberries,Van Morrison
The Cranberries,Duran Duran
The Cranberries,The Cure
The Cranberries,R.E.M.
The Cranberries,Depeche Mode
The Cranberries,Joy Division
The Cranberries,The Clash
The Cult,Rock music
The Cult,Morrissey
The Cult,The Smiths
The Cult,Aerosmith
The Cult,Metallica
The Cult,Soundgarden
The Cult,Iggy Pop
The Cult,Ozzy Osbourne
The Cult,Pearl Jam
The Cult,AllMusic
The Cult,The Doors
The Cult,Velvet Revolver
The Cult,The Who
The Cult,Stone Temple Pilots
The Cult,Shinedown
The Cult,Led Zeppelin
The Cult,Alice Cooper
The Cult,Joy Division
The Cult,U2
The Cure,Rock music
The Cure,David Bowie
The Cure,Jimi Hendrix
The Cure,Elvis Costello
The Cure,The Beatles
The Cure,Depeche Mode
The Cure,Marilyn Manson
The Cure,Paul McCartney
The Cure,Nine Inch Nails
The Cure,Deftones
The Cure,AllMusic
The Cure,The Smashing Pumpkins
The Cure,Blink-182
The Cure,Korn
The Cure,Pink Floyd
The Cure,The Killers
The Dave Clark Five,The Beatles
The Dave Clark Five,Manfred Mann
The Dave Clark Five,Paul McCartney
The Dave Clark Five,Elton John
The Dave Clark Five,Joan Jett
The Dave Clark Five,John Fogerty
The Dave Clark Five,John Mellencamp
The Dave Clark Five,Billy Joel
The Doobie Brothers,Rock music
The Doobie Brothers,Steely Dan
The Doobie Brothers,The Beach Boys
The Doobie Brothers,Kenny Loggins
The Doobie Brothers,AllMusic
The Doobie Brothers,James Taylor
The Doobie Brothers,Jackson Browne
The Doobie Brothers,Bruce Springsteen
The Doobie Brothers,John Lennon
The Doobie Brothers,Christopher Cross
The Doobie Brothers,Eric Clapton
The Doobie Brothers,Creedence Clearwater Revival
The Doobie Brothers,The Beatles
The Doobie Brothers,Joe Walsh
The Doobie Brothers,Steve Miller Band
The Doobie Brothers,Air Supply
The Doobie Brothers,The Allman Brothers Band
The Doobie Brothers,Ringo Starr
The Doobie Brothers,Peter Frampton
The Doobie Brothers,Bon Jovi
The Doobie Brothers,Sheryl Crow
The Doobie Brothers,Melissa Etheridge
The Doors,AllMusic
The Doors,The Cult
The Doors,Van Morrison
The Doors,The Kinks
The Doors,Jefferson Airplane
The Doors,The Rolling Stones
The Doors,Ten Years After
The Doors,The Who
The Doors,Sly and the Family Stone
The Doors,Elvis Presley
The Doors,Iggy Pop
The Doors,Stone Temple Pilots
The Doors,Foo Fighters
The Doors,Pearl Jam
The Everly Brothers,The Beatles
The Everly Brothers,The Beach Boys
The Everly Brothers,Bee Gees
The Everly Brothers,AllMusic
The Everly Brothers,Elvis Presley
The Everly Brothers,Buddy Holly
The Everly Brothers,The Hollies
The Everly Brothers,Linda Ronstadt
The Everly Brothers,Dire Straits
The Everly Brothers,Paul McCartney
The Everly Brothers,Neil Young
The Everly Brothers,Led Zeppelin
The Everly Brothers,Robert Plant
The Everly Brothers,Red Hot Chili Peppers
The Fixx,Rock music
The Fixx,AllMusic
The Fixx,Roxy Music
The Flaming Lips,Neil Young
The Flaming Lips,Red Hot Chili Peppers
The Flaming Lips,The Beach Boys
The Flaming Lips,Modest Mouse
The Flaming Lips,Beck
The Flaming Lips,Sonic Youth
The Flaming Lips,Morrissey
The Flaming Lips,The White Stripes
The Flaming Lips,The Who
The Flaming Lips,Pink Floyd
The Flaming Lips,The Clash
The Flaming Lips,Weezer
The Flaming Lips,AllMusic
The Four Seasons band,AllMusic
The Four Seasons band,The Beach Boys
The Four Seasons band,The Beatles
The Four Seasons band,Bob Dylan
The Fray,Rock music
The Fray,AllMusic
The Fray,Coldplay
The Fray,Counting Crows
The Fray,U2
The Fray,John Lennon
The Fray,Billy Joel
The Fray,Bruce Springsteen
The Fray,Pearl Jam
The Fray,Jimmy Eat World
The Go-Gos,Rock music
The Go-Gos,AllMusic
The Go-Gos,The Police
The Go-Gos,The Bangles
The Go-Gos,Green Day
The Go-Gos,Elton John
The Go-Gos,Billy Joel
The Go-Gos,Billy Idol
The Guess Who,John Fogerty
The Hives,Queens of the Stone Age
The Hives,The Offspring
The Hives,Arctic Monkeys
The Hollies,Rock music
The Hollies,The Rolling Stones
The Hollies,The Everly Brothers
The Hollies,Buddy Holly
The Hollies,The Beatles
The Hollies,Elton John
The Hollies,Dan Fogelberg
The Hollies,Bob Dylan
The Hollies,Creedence Clearwater Revival
The Hollies,Bruce Springsteen
The J. Geils Band,Rock music
The J. Geils Band,AllMusic
The J. Geils Band,The Byrds
The J. Geils Band,The Rolling Stones
The J. Geils Band,The Allman Brothers Band
The J. Geils Band,Peter Frampton
The J. Geils Band,Rod Stewart
The J. Geils Band,U2
The J. Geils Band,Aerosmith
The J. Geils Band,James Taylor
The J. Geils Band,Dropkick Murphys
The J. Geils Band,Bon Jovi
The J. Geils Band,Kid Rock
The Jam,Rock music
The Jam,Chuck Berry
The Jam,Little Richard
The Jam,The Clash
The Jam,Sex Pistols
The Jam,The Beatles
The Jam,The Kinks
The Jam,AllMusic
The Jesus and Mary Chain,AllMusic
The Jesus and Mary Chain,The Velvet Underground
The Jesus and Mary Chain,New York Dolls
The Jesus and Mary Chain,Pink Floyd
The Jesus and Mary Chain,The Monkees
The Jesus and Mary Chain,Ramones
The Jesus and Mary Chain,Sonic Youth
The Jesus and Mary Chain,Bo Diddley
The Jesus and Mary Chain,Nine Inch Nails
The Jesus and Mary Chain,Death Cab for Cutie
The Jesus and Mary Chain,Jimmy Eat World
The Killers,Rock music
The Killers,The Strokes
The Killers,Elvis Presley
The Killers,Green Day
The Killers,Morrissey
The Killers,Coldplay
The Killers,U2
The Killers,Dire Straits
The Killers,Lou Reed
The Killers,Joy Division
The Killers,AllMusic
The Killers,Bruce Springsteen
The Killers,The Smashing Pumpkins
The Killers,David Bowie
The Killers,Radiohead
The Killers,The Cure
The Killers,The Cars
The Killers,The Smiths
The Killers,Duran Duran
The Killers,Depeche Mode
The Killers,Elton John
The Kinks,Rock music
The Kinks,AllMusic
The Kinks,Van Halen
The Kinks,The Jam
The Kinks,The Pretenders
The Kinks,Rod Stewart
The Kinks,The Beatles
The Kinks,Little Richard
The Kinks,Manfred Mann
The Kinks,The Yardbirds
The Kinks,The Who
The Kinks,Small Faces
The Kinks,Peter Frampton
The Kinks,The Rolling Stones
The Kinks,Ramones
The Kinks,The Clash
The Kinks,The Doors
The Kinks,Jefferson Airplane
The Kinks,Jerry Lee Lewis
The Lovin Spoonful,Rock music
The Lovin Spoonful,The Beatles
The Lovin Spoonful,The Rolling Stones
The Lovin Spoonful,Elvis Presley
The Lovin Spoonful,Chuck Berry
The Lovin Spoonful,The Everly Brothers
The Lovin Spoonful,Buddy Holly
The Lovin Spoonful,Bob Dylan
The Lovin Spoonful,The Byrds
The Lovin Spoonful,Grateful Dead
The Lovin Spoonful,The Monkees
The Lovin Spoonful,The Beach Boys
The Lovin Spoonful,John Lennon
The Lovin Spoonful,George Harrison
The Lovin Spoonful,Steve Winwood
The Lovin Spoonful,Eric Clapton
The Lovin Spoonful,AllMusic
The Lovin Spoonful,The Kinks
The Lovin Spoonful,Duane Eddy
The Lumineers,U2
The Lumineers,Tom Petty and the Heartbreakers
The Lumineers,Stevie Nicks
The Lumineers,The Cure
The Lumineers,Jack White
The Lumineers,Alice Cooper
The Lumineers,Bob Dylan
The Lumineers,Talking Heads
The Lumineers,Bruce Springsteen
The Lumineers,Pearl Jam
The Lumineers,The Cars
The Lumineers,Tom Petty
The Mamas  the Papas,The Beatles
The Mamas  the Papas,The Byrds
The Mamas  the Papas,Paul McCartney
The Mamas  the Papas,Kenny Loggins
The Mamas  the Papas,Jimi Hendrix
The Mamas  the Papas,The Rolling Stones
The Mamas  the Papas,The Beach Boys
The Marshall Tucker Band,Charlie Daniels
The Marshall Tucker Band,The Allman Brothers Band
The Marshall Tucker Band,Lynyrd Skynyrd
The Marshall Tucker Band,Rock music
The Marshall Tucker Band,Led Zeppelin
The Marshall Tucker Band,AllMusic
The Monkees,Rock music
The Monkees,The Beatles
The Monkees,George Harrison
The Monkees,Paul McCartney
The Monkees,Neil Young
The Monkees,AllMusic
The Monkees,Sex Pistols
The Monkees,The Beach Boys
The Monkees,The Byrds
The Moody Blues,Electric Light Orchestra
The Moody Blues,The Beatles
The Moody Blues,The Kinks
The Moody Blues,Donovan
The Moody Blues,George Harrison
The Moody Blues,Paul McCartney
The Moody Blues,The Rolling Stones
The Moody Blues,The Who
The Moody Blues,Paul McCartney and Wings
The Moody Blues,The Animals
The Moody Blues,AllMusic
The Moody Blues,John Lennon
The Moody Blues,Deep Purple
The Moody Blues,Whitesnake
The Moody Blues,Judas Priest
The Moody Blues,Led Zeppelin
The Moody Blues,10cc
The Moody Blues,David Bowie
The Moody Blues,Robert Plant
The Moody Blues,The Zombies
The Mothers of Invention,Frank Zappa
The Mothers of Invention,AllMusic
The Mothers of Invention,Canned Heat
The Mothers of Invention,Rock music
The Mothers of Invention,Bob Dylan
The Mothers of Invention,The Beatles
The Mothers of Invention,The Monkees
The Mothers of Invention,Ringo Starr
The Mothers of Invention,John Lennon
The Mothers of Invention,Deep Purple
The Offspring,Rock music
The Offspring,Green Day
The Offspring,Social Distortion
The Offspring,Weezer
The Offspring,Ramones
The Offspring,The Police
The Offspring,Killswitch Engage
The Offspring,Dropkick Murphys
The Offspring,Sum 41
The Offspring,Metallica
The Offspring,Linkin Park
The Offspring,Sublime with Rome
The Offspring,No Doubt
The Offspring,Foo Fighters
The Offspring,AllMusic
The Offspring,Sex Pistols
The Offspring,The Clash
The Offspring,Creedence Clearwater Revival
The Offspring,Led Zeppelin
The Offspring,The B-52s
The Offspring,The Cars
The Offspring,The Beatles
The Offspring,The Rolling Stones
The Offspring,The Who
The Offspring,Avril Lavigne
The Offspring,Simple Plan
The Outfield,Jefferson Airplane
The Outfield,Pearl Jam
The Outfield,Iron Maiden
The Outfield,The Beatles
The Outfield,The Cars
The Outfield,AllMusic
The Police,Rock music
The Police,The Who
The Police,Eddie Cochran
The Police,The Beatles
The Police,Bryan Adams
The Police,U2
The Police,John Mayer
The Police,AllMusic
The Police,Led Zeppelin
The Police,Bruce Springsteen
The Presidents of the United States of America band,Rock music
The Pretenders,Rock music
The Pretenders,AllMusic
The Pretenders,Sex Pistols
The Pretenders,The Clash
